QuestionID,Field,OriginalValue,CorrectedValue,Reason,SecondPassVerified,AuditedAt
cmstkge3c00tr20u1wwymy53r,prompt,"Passage: A regional government's environmental zoning code prescribes: Zone A (Strict Protection): No development of any kind permitted. Zone B (Limited Use): Only eco-tourism and research facilities permitted. Zone C (Buffer Zone): Light agriculture and community infrastructure permitted. Zone D (General Use): Commercial, residential, and industrial development permitted. A developer proposes to build a resort hotel with a swimming pool in an area classified as Zone B. Is this proposal CONSISTENT with the zoning code?","A regional government's environmental zoning code prescribes: Zone A (Strict Protection): No development of any kind permitted. Zone B (Limited Use): Only eco-tourism and research facilities permitted. Zone C (Buffer Zone): Light agriculture and community infrastructure permitted. Zone D (General Use): Commercial, residential, and industrial development permitted. A developer proposes to build a resort hotel with a swimming pool in an area classified as Zone B. Is this proposal CONSISTENT with the zoning code?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:20.788Z
cmstkge3c00tq20u1bqq9k7cz,prompt,"Passage: A government contracting authority has these procurement thresholds: Rule I: Purchases below PHP 10,000 may be processed through petty cash. Rule II: Purchases from PHP 10,000 to PHP 500,000 require public canvassing and at least three quotations. Rule III: Purchases above PHP 500,000 require competitive public bidding through the BAC. Rule IV: Emergency purchases of any amount may be processed through direct contracting with prior approval of the agency head. Which procurement method is CONSISTENT with ALL applicable rules for an emergency purchase of PHP 750,000?","A government contracting authority has these procurement thresholds: Rule I: Purchases below PHP 10,000 may be processed through petty cash. Rule II: Purchases from PHP 10,000 to PHP 500,000 require public canvassing and at least three quotations. Rule III: Purchases above PHP 500,000 require competitive public bidding through the BAC. Rule IV: Emergency purchases of any amount may be processed through direct contracting with prior approval of the agency head. Which procurement method is CONSISTENT with ALL applicable rules for an emergency purchase of PHP 750,000?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:20.907Z
cmstkge3c00to20u1hqzzv3a4,prompt,"Passage: A government hospital's clinical protocols state: Protocol P: 'All patients presenting with fever above 38.5°C for more than 48 hours must receive a complete blood count (CBC) within 24 hours of admission.' Protocol Q: 'Diagnostic procedures for patients without valid PhilHealth ID require advance payment authorization before tests are ordered.' Protocol R: 'Emergency cases classified as Code Red bypass advance payment requirements.' Which of the following patient scenarios is CONSISTENT with ALL three protocols?","A government hospital's clinical protocols state: Protocol P: 'All patients presenting with fever above 38.5°C for more than 48 hours must receive a complete blood count (CBC) within 24 hours of admission.' Protocol Q: 'Diagnostic procedures for patients without valid PhilHealth ID require advance payment authorization before tests are ordered.' Protocol R: 'Emergency cases classified as Code Red bypass advance payment requirements.' Which of the following patient scenarios is CONSISTENT with ALL three protocols?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:21.017Z
cmstkge3c00tn20u1wcehbj9p,prompt,"Passage: A housing relocation program has the following guidelines: Guideline 1: Beneficiaries must be registered informal settlers in the affected area as of December 31, 2022. Guideline 2: Beneficiaries must not own any other real property anywhere in the Philippines. Guideline 3: Priority shall be given to households with children below 7 years old. Guideline 4: Beneficiaries must have resided continuously in the area for at least three years before relocation. Which applicant profile is CONSISTENT with ALL four guidelines?","A housing relocation program has the following guidelines: Guideline 1: Beneficiaries must be registered informal settlers in the affected area as of December 31, 2022. Guideline 2: Beneficiaries must not own any other real property anywhere in the Philippines. Guideline 3: Priority shall be given to households with children below 7 years old. Guideline 4: Beneficiaries must have resided continuously in the area for at least three years before relocation. Which applicant profile is CONSISTENT with ALL four guidelines?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:21.142Z
cmstkge3c00tm20u1l522lq28,prompt,"Passage: The Civil Service Commission's Omnibus Rules on Appointments state that: Rule A: 'Next-in-rank employees shall be given preference in promotion.' Rule B: 'Appointing authorities may promote any qualified employee if justified by superior performance ratings, advanced competency requirements, or special qualifications.' Rule C: 'All promotions must be reviewed by the Personnel Selection Board before final approval.' Rule D: 'Emergency appointments may bypass normal qualification standards for a maximum of six months.' Which of the following scenarios is CONSISTENT with ALL four rules simultaneously?","The Civil Service Commission's Omnibus Rules on Appointments state that: Rule A: 'Next-in-rank employees shall be given preference in promotion.' Rule B: 'Appointing authorities may promote any qualified employee if justified by superior performance ratings, advanced competency requirements, or special qualifications.' Rule C: 'All promotions must be reviewed by the Personnel Selection Board before final approval.' Rule D: 'Emergency appointments may bypass normal qualification standards for a maximum of six months.' Which of the following scenarios is CONSISTENT with ALL four rules simultaneously?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:21.251Z
cmstkge3c00tk20u13lvwt8q0,prompt,"Passage: A health statistics report states: 'The average life expectancy of citizens in Province Y is 78 years.' An individual case report in the same document notes: 'Citizen Reyes of Province Y died at age 42 from cardiovascular disease.' Does Citizen Reyes' case CONTRADICT the provincial life expectancy statistic?","A health statistics report states: 'The average life expectancy of citizens in Province Y is 78 years.' An individual case report in the same document notes: 'Citizen Reyes of Province Y died at age 42 from cardiovascular disease.' Does Citizen Reyes' case CONTRADICT the provincial life expectancy statistic?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:21.357Z
cmstkge3c00ti20u1hx1ofqth,prompt,"Passage: A department submitted two official communications on the same date: Communication 1: 'This department has zero pending administrative cases.' Communication 2: 'The department formally acknowledges receipt of the Notice of Charge filed on March 1, 2024, and will submit its counter-affidavit within 15 days.' Which CONTRADICTION exists between these two communications?","A department submitted two official communications on the same date: Communication 1: 'This department has zero pending administrative cases.' Communication 2: 'The department formally acknowledges receipt of the Notice of Charge filed on March 1, 2024, and will submit its counter-affidavit within 15 days.' Which CONTRADICTION exists between these two communications?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:21.479Z
cmstkge3c00te20u12rl8dfxq,prompt,"Passage: An environmental impact assessment states: 'The proposed quarrying operation will have zero adverse environmental impact on the watershed.' A separate technical annex authored by the same consulting firm concludes: 'The quarrying operation will remove approximately 40% of the watershed's riparian forest cover within the first two operational years.' These two statements CONTRADICT each other because:","An environmental impact assessment states: 'The proposed quarrying operation will have zero adverse environmental impact on the watershed.' A separate technical annex authored by the same consulting firm concludes: 'The quarrying operation will remove approximately 40% of the watershed's riparian forest cover within the first two operational years.' These two statements CONTRADICT each other because:","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:21.599Z
cmstkge3b00tb20u141y18uhn,prompt,"Passage: A budget analyst reviewed the following three statements about an agency's financial plan: Statement 1: 'The agency allocated PHP 50 million for infrastructure maintenance in FY 2024.' Statement 2: 'The agency allocated PHP 30 million for infrastructure maintenance in FY 2023.' Statement 3: 'Therefore, the agency increased infrastructure spending by PHP 20 million.' If Statement 3 directly contradicts a newly released audit report showing actual FY 2023 infrastructure spending was PHP 45 million, what is the CONTRADICTION?","A budget analyst reviewed the following three statements about an agency's financial plan: Statement 1: 'The agency allocated PHP 50 million for infrastructure maintenance in FY 2024.' Statement 2: 'The agency allocated PHP 30 million for infrastructure maintenance in FY 2023.' Statement 3: 'Therefore, the agency increased infrastructure spending by PHP 20 million.' If Statement 3 directly contradicts a newly released audit report showing actual FY 2023 infrastructure spending was PHP 45 million, what is the CONTRADICTION?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:21.718Z
cmstkge3b00ta20u1pnm3suqt,prompt,"Passage: A legislative bill states: 'The new legislation repeals all inconsistent provisions of Republic Act No. 7160.' Which PRESUPPOSITION is embedded in this clause?","A legislative bill states: 'The new legislation repeals all inconsistent provisions of Republic Act No. 7160.' Which PRESUPPOSITION is embedded in this clause?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:21.834Z
cmstkge3b00t820u1264b32bv,prompt,"Passage: A budget circular instructs: 'Departments that exhausted their MOOE allocations before the third quarter should request a supplemental budget.' Which PRESUPPOSITION is embedded in this instruction?","A budget circular instructs: 'Departments that exhausted their MOOE allocations before the third quarter should request a supplemental budget.' Which PRESUPPOSITION is embedded in this instruction?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:21.951Z
cmstkge3b00t720u1n4hes4ha,prompt,"Passage: A civil service examination notice states: 'Applicants who passed the April 2024 examination but failed to submit their certificates within the deadline must reapply.' Which two PRESUPPOSITIONS are embedded in this notice?","A civil service examination notice states: 'Applicants who passed the April 2024 examination but failed to submit their certificates within the deadline must reapply.' Which two PRESUPPOSITIONS are embedded in this notice?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:22.070Z
cmstkge3b00t620u1q8zudjq9,prompt,"Passage: A public announcement reads: 'Citizens who wish to renew their expired driver's licenses may visit any LTO branch.' Which PRESUPPOSITION is embedded in this announcement?","A public announcement reads: 'Citizens who wish to renew their expired driver's licenses may visit any LTO branch.' Which PRESUPPOSITION is embedded in this announcement?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:22.189Z
cmstkge3b00t420u1zztm9g4m,prompt,"Passage: A news headline reads: 'Government finally resolves three-year traffic gridlock in central business district.' Which PRESUPPOSITION is contained in the word 'finally'?","A news headline reads: 'Government finally resolves three-year traffic gridlock in central business district.' Which PRESUPPOSITION is contained in the word 'finally'?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:22.307Z
cmstkge3b00t320u1cmm20liz,prompt,"Passage: A procurement officer notified suppliers: 'The supplier who delivers the highest quality medical equipment at the lowest verified price will be awarded the contract.' Which of the following is a PRESUPPOSITION embedded in this notification?","A procurement officer notified suppliers: 'The supplier who delivers the highest quality medical equipment at the lowest verified price will be awarded the contract.' Which of the following is a PRESUPPOSITION embedded in this notification?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:22.420Z
cmstkge3b00t220u1vo5ekx8i,prompt,"Passage: During a Congressional budget hearing, a senator asked: 'When did the agency stop misusing public funds?' Which PRESUPPOSITION is embedded in the senator's question?","During a Congressional budget hearing, a senator asked: 'When did the agency stop misusing public funds?' Which PRESUPPOSITION is embedded in the senator's question?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:22.617Z
cmstkge3b00sx20u14ikah4u7,prompt,"Passage: In an agency performance appraisal, the evaluator wrote: 'Section Chief Bautista submitted all 25 division deliverables prior to the scheduled deadline, demonstrating that Bautista is the most dedicated employee in the entire department.' The first clause ('submitted all 25 division deliverables prior to the scheduled deadline') is a __________, while the second clause ('demonstrating that Bautista is the most dedicated employee in the entire department') is a __________?","In an agency performance appraisal, the evaluator wrote: 'Section Chief Bautista submitted all 25 division deliverables prior to the scheduled deadline, demonstrating that Bautista is the most dedicated employee in the entire department.' The first clause ('submitted all 25 division deliverables prior to the scheduled deadline') is a __________, while the second clause ('demonstrating that Bautista is the most dedicated employee in the entire department') is a __________?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:22.718Z
cmstkge3b00t020u1pia2oj3c,prompt,"Passage: A criminologist noted: (1) 'The city recorded 120 homicides in 2022 and 84 homicides in 2023.' (2) 'The 30% decline in homicides proves that the new municipal curfew caused violent criminals to abandon illegal activities.' How are these two statements related in critical reasoning?","A criminologist noted: (1) 'The city recorded 120 homicides in 2022 and 84 homicides in 2023.' (2) 'The 30% decline in homicides proves that the new municipal curfew caused violent criminals to abandon illegal activities.' How are these two statements related in critical reasoning?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:22.818Z
cmstkge3b00sz20u1lj65vmpk,prompt,"Passage: Which of the following statements is a VALID FACTUAL ASSERTION under Philippine administrative law?","Which of the following statements is a VALID FACTUAL ASSERTION under Philippine administrative law?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:22.918Z
cmstkge3b00st20u1b7c8jb8z,prompt,"Passage: Read the following excerpt from an administrative report: Statement A: 'Employee Dela Cruz was physically absent from the office on 14 working days during the month of October.' Statement B: 'Employee Dela Cruz must be experiencing severe personal family problems that prevent regular office attendance.' How are Statements A and B correctly classified?","Read the following excerpt from an administrative report: Statement A: 'Employee Dela Cruz was physically absent from the office on 14 working days during the month of October.' Statement B: 'Employee Dela Cruz must be experiencing severe personal family problems that prevent regular office attendance.' How are Statements A and B correctly classified?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:23.036Z
cmstkge3b00sv20u1spttasze,prompt,"Passage: Which of the following statements represents an INFERENCE rather than an empirical fact?","Which of the following statements represents an INFERENCE rather than an empirical fact?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:23.153Z
cmstkge3b00su20u1as145yfb,prompt,"Passage: Which of the following statements represents a pure FACT rather than an inference or value judgment?","Which of the following statements represents a pure FACT rather than an inference or value judgment?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:23.270Z
cmstkge3b00sr20u1o8it1aqr,prompt,"Passage: Consider the following statement from an environmental inspector: 'Laboratory water testing of Sample X recorded a pH level of 4.2 and a mercury concentration of 0.08 mg/L, which exceeds the national drinking water regulatory ceiling of 0.01 mg/L.' This statement is BEST classified as a(n):","Consider the following statement from an environmental inspector: 'Laboratory water testing of Sample X recorded a pH level of 4.2 and a mercury concentration of 0.08 mg/L, which exceeds the national drinking water regulatory ceiling of 0.01 mg/L.' This statement is BEST classified as a(n):","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:23.371Z
cmstkge3b00so20u1ll3r0dwp,prompt,"Passage: An anti-corruption commission proposed requiring all public procurement officers to undergo mandatory quarterly polygraph (lie-detector) examinations, asserting that polygraph testing will definitively identify 100% of corrupt personnel. Which of the following, if true, points out the most decisive WEAKNESS in the commission's assertion?","An anti-corruption commission proposed requiring all public procurement officers to undergo mandatory quarterly polygraph (lie-detector) examinations, asserting that polygraph testing will definitively identify 100% of corrupt personnel. Which of the following, if true, points out the most decisive WEAKNESS in the commission's assertion?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:23.478Z
cmstkge3b00sp20u15gqniac7,prompt,"Passage: A regional agriculture department urged smallholder farming communities to convert 100% of their crop farmlands exclusively to export avocado orchards. The department argued that because avocados command premium prices in international markets, monoculture avocado farming guarantees permanent economic stability for all farming families. Which of the following, if true, reveals the most severe WEAKNESS in the department's recommendation?","A regional agriculture department urged smallholder farming communities to convert 100% of their crop farmlands exclusively to export avocado orchards. The department argued that because avocados command premium prices in international markets, monoculture avocado farming guarantees permanent economic stability for all farming families. Which of the following, if true, reveals the most severe WEAKNESS in the department's recommendation?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:23.603Z
cmstkge3b00sl20u16t7a0lt3,prompt,"Passage: To resolve chronic physician shortages in remote rural health units (RHUs), a department proposed doubling starting salaries for rural doctors. Proponents claimed that this salary increase alone will guarantee 100% physician retention in remote rural assignments. Which of the following, if true, reveals the most serious WEAKNESS in the proponents' claim?","To resolve chronic physician shortages in remote rural health units (RHUs), a department proposed doubling starting salaries for rural doctors. Proponents claimed that this salary increase alone will guarantee 100% physician retention in remote rural assignments. Which of the following, if true, reveals the most serious WEAKNESS in the proponents' claim?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:23.724Z
cmstkge3b00sm20u10wse2m0y,prompt,"Passage: A municipal council enacted an ordinance prohibiting informal street vendors from operating on public sidewalks, arguing that this ban will permanently eradicate urban poverty by forcing displaced vendors into formal salaried corporate employment. Which of the following, if true, exposes the most critical WEAKNESS in the council's reasoning?","A municipal council enacted an ordinance prohibiting informal street vendors from operating on public sidewalks, arguing that this ban will permanently eradicate urban poverty by forcing displaced vendors into formal salaried corporate employment. Which of the following, if true, exposes the most critical WEAKNESS in the council's reasoning?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:23.844Z
cmstkge3b00sn20u1ryrczgga,prompt,"Passage: A public transport consortium proposed replacing all 60-passenger city buses with 10-passenger electric vans, arguing that smaller vans travel faster in traffic and will therefore eliminate overall urban road congestion. Which of the following, if true, reveals the fatal WEAKNESS in the consortium's proposal?","A public transport consortium proposed replacing all 60-passenger city buses with 10-passenger electric vans, arguing that smaller vans travel faster in traffic and will therefore eliminate overall urban road congestion. Which of the following, if true, reveals the fatal WEAKNESS in the consortium's proposal?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:23.965Z
cmstkge3b00sg20u141elhr79,prompt,"Passage: A city mayor proposed installing automated red-light enforcement cameras at all major intersections to generate municipal revenue from traffic violation fines. The mayor claimed: 'Because automated cameras operate 24/7 and never accept bribes, implementing this camera network will double municipal traffic fine revenues within six months.' Which of the following, if true, exposes the most serious WEAKNESS in the mayor's revenue projection?","A city mayor proposed installing automated red-light enforcement cameras at all major intersections to generate municipal revenue from traffic violation fines. The mayor claimed: 'Because automated cameras operate 24/7 and never accept bribes, implementing this camera network will double municipal traffic fine revenues within six months.' Which of the following, if true, exposes the most serious WEAKNESS in the mayor's revenue projection?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:24.084Z
cmstkge3b00sf20u1l3ci839q,prompt,"Passage: Statement: Should government regulatory agencies deploy automated AI algorithms to approve routine business permits without human officer intervention? Argument I: Yes, because automated algorithmic processing eliminates human bureaucratic delays, operates 24/7, and prevents personal extortion and bribery solicitations. Argument II: No, because algorithms lacking human investigative discretion may approve fraudulent synthetic identities or fail to detect complex regulatory circumventions that require human scrutiny. Which of the arguments is/are STRONG?","Statement: Should government regulatory agencies deploy automated AI algorithms to approve routine business permits without human officer intervention? Argument I: Yes, because automated algorithmic processing eliminates human bureaucratic delays, operates 24/7, and prevents personal extortion and bribery solicitations. Argument II: No, because algorithms lacking human investigative discretion may approve fraudulent synthetic identities or fail to detect complex regulatory circumventions that require human scrutiny. Which of the arguments is/are STRONG?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:24.190Z
cmstkge3b00sd20u1c7sgwpks,prompt,"Passage: Statement: Should law enforcement agencies require all uniformed patrol officers to wear active body cameras during public operations? Argument I: Yes, because continuous objective video recording enhances officer accountability, deters civil rights abuses, and provides incontrovertible visual evidence to protect officers against false misconduct complaints. Argument II: No, because body cameras require officers to clip a small plastic device onto their front uniform shirt pocket. Which of the arguments is/are STRONG?","Statement: Should law enforcement agencies require all uniformed patrol officers to wear active body cameras during public operations? Argument I: Yes, because continuous objective video recording enhances officer accountability, deters civil rights abuses, and provides incontrovertible visual evidence to protect officers against false misconduct complaints. Argument II: No, because body cameras require officers to clip a small plastic device onto their front uniform shirt pocket. Which of the arguments is/are STRONG?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:24.304Z
cmstkge3b00sb20u1vqg7vi94,prompt,"Passage: Statement: Should the Department of Education adopt Mother Tongue-Based Multilingual Education (MTB-MLE) in early primary grades (Kindergarten to Grade 3)? Argument I: Yes, because cognitive linguistic research demonstrates that young children establish foundational literacy, numeracy, and critical thinking concepts faster and more deeply when instructed in their native first language. Argument II: No, because English is the dominant global language of international commerce and early mother-tongue immersion might delay full English technical fluency if curriculum bridging is poorly executed. Which of the arguments is/are STRONG?","Statement: Should the Department of Education adopt Mother Tongue-Based Multilingual Education (MTB-MLE) in early primary grades (Kindergarten to Grade 3)? Argument I: Yes, because cognitive linguistic research demonstrates that young children establish foundational literacy, numeracy, and critical thinking concepts faster and more deeply when instructed in their native first language. Argument II: No, because English is the dominant global language of international commerce and early mother-tongue immersion might delay full English technical fluency if curriculum bridging is poorly executed. Which of the arguments is/are STRONG?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:24.422Z
cmstkge3b00s920u115u2wshn,prompt,"Passage: Statement: Should the Department of Health implement mandatory digital health records across all public and private tertiary hospitals nationwide? Argument I: Yes, because interoperable digital health records allow emergency room physicians instant access to vital patient medical histories, drug allergies, and past interventions, directly reducing preventable medication errors. Argument II: No, because converting paper records requires hospital administrative clerks to learn how to operate digital database software. Which of the arguments is/are STRONG?","Statement: Should the Department of Health implement mandatory digital health records across all public and private tertiary hospitals nationwide? Argument I: Yes, because interoperable digital health records allow emergency room physicians instant access to vital patient medical histories, drug allergies, and past interventions, directly reducing preventable medication errors. Argument II: No, because converting paper records requires hospital administrative clerks to learn how to operate digital database software. Which of the arguments is/are STRONG?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:24.538Z
cmstkge3b00s720u11zgdkktk,prompt,"Passage: Statement: Should local government units mandate the installation of rooftop solar photovoltaic panels on all newly constructed commercial buildings? Argument I: Yes, because distributed rooftop solar generation reduces electrical demand on the regional utility grid during peak daytime hours and lowers urban carbon emissions over the building's operational lifecycle. Argument II: No, because some private building contractors dislike the aesthetic visual appearance of dark glass solar panels on modern building rooftops. Which of the arguments is/are STRONG?","Statement: Should local government units mandate the installation of rooftop solar photovoltaic panels on all newly constructed commercial buildings? Argument I: Yes, because distributed rooftop solar generation reduces electrical demand on the regional utility grid during peak daytime hours and lowers urban carbon emissions over the building's operational lifecycle. Argument II: No, because some private building contractors dislike the aesthetic visual appearance of dark glass solar panels on modern building rooftops. Which of the arguments is/are STRONG?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:24.658Z
cmstkge3b00s520u1o9vusys2,prompt,"Passage: A market research agency surveyed 1,000 citizens in Metro Manila regarding their daily commuting habits and concluded that 95% of all Filipino commuters nationwide travel to work by electric light rail transit (LRT/MRT). Which of the following points out the FATAL EVIDENTIARY FLAW in the agency's conclusion?","A market research agency surveyed 1,000 citizens in Metro Manila regarding their daily commuting habits and concluded that 95% of all Filipino commuters nationwide travel to work by electric light rail transit (LRT/MRT). Which of the following points out the FATAL EVIDENTIARY FLAW in the agency's conclusion?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:24.759Z
cmstkge3b00s320u14rguauf1,prompt,"Passage: A regional agricultural office claimed that a new chemical pesticide increased harvest yields by 30% across experimental farm clusters. However, an agronomist review revealed that the experimental cluster received free automated irrigation pumps, certified hybrid seeds, and subsidized fertilizers, while the control group received none of these inputs. What evidentiary weakness does this review expose?","A regional agricultural office claimed that a new chemical pesticide increased harvest yields by 30% across experimental farm clusters. However, an agronomist review revealed that the experimental cluster received free automated irrigation pumps, certified hybrid seeds, and subsidized fertilizers, while the control group received none of these inputs. What evidentiary weakness does this review expose?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:24.861Z
cmstkge3a00ry20u1b1nullp8,prompt,"Passage: In an administrative disciplinary hearing against a customs examiner accused of extortion, the prosecution presented two items of evidence: Item X: A high-definition, time-stamped CCTV recording showing the examiner physically receiving an envelope containing marked money from an importer during an entrapment operation. Item Y: A coworker's written affidavit stating that 'examiners in our division generally have a reputation for taking envelopes.' How should the hearing officer evaluate the comparative weight of Item X versus Item Y?","In an administrative disciplinary hearing against a customs examiner accused of extortion, the prosecution presented two items of evidence: Item X: A high-definition, time-stamped CCTV recording showing the examiner physically receiving an envelope containing marked money from an importer during an entrapment operation. Item Y: A coworker's written affidavit stating that 'examiners in our division generally have a reputation for taking envelopes.' How should the hearing officer evaluate the comparative weight of Item X versus Item Y?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:24.985Z
cmstkge3a00ru20u145vneu3b,prompt,"Passage: An environmental regulation specifies: A manufacturing plant is subject to an immediate cease-and-desist closure order IF its smokestack sulfur dioxide emissions exceed 500 p± OR its industrial wastewater Chemical Oxygen Demand (COD) exceeds 200 mg/L. Plant Z was NOT issued a cease-and-desist closure order under this regulation. Assuming the regulation was strictly enforced, what can be CONDITIONALLY concluded?","An environmental regulation specifies: A manufacturing plant is subject to an immediate cease-and-desist closure order IF its smokestack sulfur dioxide emissions exceed 500 p± OR its industrial wastewater Chemical Oxygen Demand (COD) exceeds 200 mg/L. Plant Z was NOT issued a cease-and-desist closure order under this regulation. Assuming the regulation was strictly enforced, what can be CONDITIONALLY concluded?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:25.104Z
cmstkge3a00rt20u1cdv8y7eq,prompt,"Passage: A cybersecurity protocol specifies: If an agency server experiences an unauthorized data breach, the Data Protection Officer (DPO) must notify the National Privacy Commission (NPC) within 72 hours. If the NPC is notified within 72 hours, an independent technical forensic audit is initiated. Assuming full compliance with the protocol, which conditional statement is TRUE?","A cybersecurity protocol specifies: If an agency server experiences an unauthorized data breach, the Data Protection Officer (DPO) must notify the National Privacy Commission (NPC) within 72 hours. If the NPC is notified within 72 hours, an independent technical forensic audit is initiated. Assuming full compliance with the protocol, which conditional statement is TRUE?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:25.206Z
cmstkge3c00uf20u1c2w9z8t0,prompt,"Passage: A regional zoning board reviewed an application to construct a residential subdivision in an area classified as 'agricultural buffer zone.' The zoning code specifies: Provision 1: Agricultural buffer zones prohibit residential, commercial, and industrial development. Provision 2: Conversion of agricultural buffer zones to residential use requires a national-level clearance from the Department of Agrarian Reform. Provision 3: Applications for reclassification must include an Environmental Impact Statement certified by the DENR. Provision 4: No conversion shall be approved that would reduce the total agricultural land area in the province below the nationally mandated minimum threshold. Which of the following CANNOT BE TRUE if the application is approved as filed?","A regional zoning board reviewed an application to construct a residential subdivision in an area classified as 'agricultural buffer zone.' The zoning code specifies: Provision 1: Agricultural buffer zones prohibit residential, commercial, and industrial development. Provision 2: Conversion of agricultural buffer zones to residential use requires a national-level clearance from the Department of Agrarian Reform. Provision 3: Applications for reclassification must include an Environmental Impact Statement certified by the DENR. Provision 4: No conversion shall be approved that would reduce the total agricultural land area in the province below the nationally mandated minimum threshold. Which of the following CANNOT BE TRUE if the application is approved as filed?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:25.325Z
cmstkge3c00ug20u18zbh6m1m,prompt,"Passage: An agency adopted a performance-based bonus policy with the following provisions: Policy A: All employees rated 'Outstanding' receive a performance bonus equivalent to two months' basic salary. Policy B: Employees rated 'Very Satisfactory' receive a bonus equivalent to one month's basic salary. Policy C: Employees rated 'Satisfactory' or below receive no performance bonus. Policy D: No employee may receive a performance bonus greater than two months' basic salary under any circumstance. Which of the following CANNOT BE TRUE under this policy?","An agency adopted a performance-based bonus policy with the following provisions: Policy A: All employees rated 'Outstanding' receive a performance bonus equivalent to two months' basic salary. Policy B: Employees rated 'Very Satisfactory' receive a bonus equivalent to one month's basic salary. Policy C: Employees rated 'Satisfactory' or below receive no performance bonus. Policy D: No employee may receive a performance bonus greater than two months' basic salary under any circumstance. Which of the following CANNOT BE TRUE under this policy?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:25.441Z
cmstkge3c00ua20u1qws8v6fa,prompt,"Passage: A budget execution report for a government agency's fourth quarter contains: Item 1: Total agency budget for the fiscal year was PHP 480 million. Item 2: As of Q3, 68% of the total budget had been obligated. Item 3: In Q4, the agency obligated an additional PHP 76.8 million. Item 4: Unobligated balances at year-end are subject to reversion to the National Treasury unless covered by a Special Allotment Release Order. Based ONLY on these four items, which of the following COULD BE TRUE?","A budget execution report for a government agency's fourth quarter contains: Item 1: Total agency budget for the fiscal year was PHP 480 million. Item 2: As of Q3, 68% of the total budget had been obligated. Item 3: In Q4, the agency obligated an additional PHP 76.8 million. Item 4: Unobligated balances at year-end are subject to reversion to the National Treasury unless covered by a Special Allotment Release Order. Based ONLY on these four items, which of the following COULD BE TRUE?","STRIPPED_PASSAGE_PREFIX",true,2026-08-19T09:28:25.551Z
