QuestionID,Category,Subtopic,InitialStatus,FinalStatus,IssueTypes,Notes,AuditedAt
cmstkge3a00rv20u1wiiua5j5,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:16.791Z
cmstkge3c00tw20u1dgkvz7ez,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:16.913Z
cmstkge3c00tg20u158ejtjcm,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:17.030Z
cmstkge3b00sj20u1xn49cgne,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:17.151Z
cmstkge3b00s420u1inetl3ad,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:17.271Z
cmstkge3b00sa20u1tvajylde,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:17.380Z
cmstkge3b00sk20u14t35are0,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:17.501Z
cmstkge3b00td20u1jc8w7lwc,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:17.609Z
cmstkge3c00tt20u1etv4gjle,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:17.727Z
cmstkge3a00s020u1x70xgyef,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:17.832Z
cmstkge3a00rx20u1805ngn5h,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:17.944Z
cmstkge3c00u920u15pmoh40l,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:18.061Z
cmstkge3c00uj20u1sut6qyw7,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:18.177Z
cmstkge3c00tp20u1lec6rljn,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:18.286Z
cmstkge3c00ud20u1nwf7wjqy,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:18.387Z
cmstkge3c00tz20u19jgtm5qk,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:18.490Z
cmstkge3c00uh20u1wkqr3kji,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:18.614Z
cmstkge3c00tl20u1hea1hber,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:18.741Z
cmstkge3b00tc20u1vl5i1e6m,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:18.862Z
cmstkge3b00sh20u1izvdf4et,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:18.983Z
cmstkge3a00rz20u1n1z86ld4,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:19.104Z
cmstkge3c00u820u18ozwu4u5,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:19.208Z
cmstkge3c00th20u13huaa8v2,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:19.310Z
cmstkge3c00tf20u153b92x9e,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:19.411Z
cmstkge3b00t920u1fxn903ai,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:19.526Z
cmstkge3b00se20u1q0yq2wug,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:19.647Z
cmstkge3b00t520u1s4hsx9v1,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:19.749Z
cmstkge3b00t120u1xhyy0sxh,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:19.853Z
cmstkge3b00ss20u1wql7pwmn,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:19.953Z
cmstkge3a00s120u1m8qy1e0k,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:20.055Z
cmstkge3c00u120u11u08yvux,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:20.158Z
cmstkge3b00sq20u15nfaj6hx,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:20.263Z
cmstkge3c00ty20u1jzgalsea,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:20.365Z
cmstkge3c00tv20u1rk76y7oc,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:20.467Z
cmstkge3c00tu20u18o181auq,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:20.569Z
cmstkge3c00ts20u16tscdfuc,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:20.671Z
cmstkge3c00tr20u1wwymy53r,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:20.788Z
cmstkge3c00tq20u1bqq9k7cz,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:20.907Z
cmstkge3c00to20u1hqzzv3a4,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:21.017Z
cmstkge3c00tn20u1wcehbj9p,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:21.142Z
cmstkge3c00tm20u1l522lq28,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:21.252Z
cmstkge3c00tk20u13lvwt8q0,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:21.357Z
cmstkge3c00ti20u1hx1ofqth,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:21.479Z
cmstkge3c00te20u12rl8dfxq,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:21.599Z
cmstkge3b00tb20u141y18uhn,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:21.718Z
cmstkge3b00ta20u1pnm3suqt,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:21.834Z
cmstkge3b00t820u1264b32bv,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:21.951Z
cmstkge3b00t720u1n4hes4ha,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:22.070Z
cmstkge3b00t620u1q8zudjq9,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:22.189Z
cmstkge3b00t420u1zztm9g4m,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:22.307Z
cmstkge3b00t320u1cmm20liz,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:22.420Z
cmstkge3b00t220u1vo5ekx8i,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:22.617Z
cmstkge3b00sx20u14ikah4u7,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:22.718Z
cmstkge3b00t020u1pia2oj3c,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:22.818Z
cmstkge3b00sz20u1lj65vmpk,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:22.918Z
cmstkge3b00st20u1b7c8jb8z,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:23.036Z
cmstkge3b00sv20u1spttasze,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:23.153Z
cmstkge3b00su20u1as145yfb,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:23.270Z
cmstkge3b00sr20u1o8it1aqr,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:23.371Z
cmstkge3b00so20u1ll3r0dwp,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:23.478Z
cmstkge3b00sp20u15gqniac7,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:23.603Z
cmstkge3b00sl20u16t7a0lt3,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:23.724Z
cmstkge3b00sm20u10wse2m0y,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:23.844Z
cmstkge3b00sn20u1ryrczgga,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:23.965Z
cmstkge3b00sg20u141elhr79,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:24.084Z
cmstkge3b00sf20u1l3ci839q,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:24.190Z
cmstkge3b00sd20u1c7sgwpks,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:24.304Z
cmstkge3b00sb20u1vqg7vi94,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:24.422Z
cmstkge3b00s920u115u2wshn,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:24.538Z
cmstkge3b00s720u11zgdkktk,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:24.658Z
cmstkge3b00s520u1o9vusys2,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:24.759Z
cmstkge3b00s320u14rguauf1,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:24.862Z
cmstkge3a00ry20u1b1nullp8,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:24.985Z
cmstkge3a00ru20u145vneu3b,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:25.104Z
cmstkge3a00rt20u1cdv8y7eq,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:25.206Z
cmstkge3c00uf20u1c2w9z8t0,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:25.325Z
cmstkge3c00ug20u18zbh6m1m,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:25.441Z
cmstkge3c00ua20u1qws8v6fa,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:25.551Z
cmstkge3c00uc20u130003lp6,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:25.677Z
cmstkge3c00ub20u1m7lavqx1,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:25.798Z
cmstkge3c00u720u1ngbxytvg,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:25.908Z
cmstkge3c00u620u1s64fbjcj,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:26.045Z
cmstkge3c00u420u1g1nrt5pp,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:26.161Z
cmstkge3c00u320u1ig77f34y,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:26.268Z
cmstkge3c00ue20u1olwfez2x,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:26.371Z
cmstkge3c00u220u1p6etptqo,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:26.474Z
cmstkge3c00u020u1817baxw0,"Analytical Reasoning","Identifying Assumptions and Drawing Conclusions - Argument Evaluation Inference",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:26.607Z
cmstkgeas00wi20u16gn369cq,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:26.711Z
cmstkgeas00wa20u1uah5uq3l,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:26.840Z
cmstkgeas00wc20u1qlm3iefi,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:26.943Z
cmstkgeas00wb20u1mxsowwns,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:27.050Z
cmstkgeas00w620u1ou3xmort,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:27.174Z
cmstkgeas00w820u1qg6gdmcn,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:27.297Z
cmstkgeas00w720u11hckkeuu,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:27.419Z
cmstkgeas00w220u1x3hsiwdt,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:27.537Z
cmstkgeas00w420u1jm2u00ja,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:27.659Z
cmstkgeas00w320u14n62osif,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:27.777Z
cmstkgeas00vy20u15fstpo7n,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:27.886Z
cmstkgeas00w020u1wvnm01dh,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:27.996Z
cmstkgeas00vz20u1gim0etxo,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:28.124Z
cmstkgeas00vu20u1ay8qbqva,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:28.235Z
cmstkgeas00vw20u1gis6m5ya,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:28.345Z
cmstkgeas00vv20u17o5vbpwv,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:28.448Z
cmstkgeas00vq20u1hyqospxu,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:28.552Z
cmstkgeas00vs20u18r468le6,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:28.657Z
cmstkgeas00vr20u1ji3ga78u,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:28.759Z
cmstkgeas00vm20u1tmntovfy,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:28.863Z
cmstkgeas00vj20u1thucfaxa,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:28.972Z
cmstkgeas00vi20u19pxdhy58,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:29.076Z
cmstkgeas00vf20u15b22ye3h,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:29.178Z
cmstkgeas00ve20u1uov25pwr,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:29.282Z
cmstkgear00vb20u157pbkqze,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:29.386Z
cmstkgear00va20u15evgc91i,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:29.491Z
cmstkgear00v620u1c5mgasy9,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:29.594Z
cmstkgear00v820u16hmv3suh,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:29.702Z
cmstkgear00v720u1vpt21x7w,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:29.806Z
cmstkgear00v220u1cy2kxmyp,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:29.937Z
cmstkgear00v420u14w8pe41d,"Analytical Reasoning","Data Interpretation - Data Analysis",AUDITED,CORRECTED — VERIFIED,"STRIPPED_PASSAGE_PREFIX","",2026-08-19T09:28:30.043Z
